vsd_kegg_ID,Bran_1,Bran_2,PS_2,PS_3,CO_2,CO_3,Faeces_BR,Faeces_PS
K00003,-0.431333413342142,-0.431333413342142,0.397263000731882,-0.431333413342142,0.450907720900471,-0.431333413342142,-0.431333413342142,1.59464918958632
K00004,-0.431333413342142,-0.431333413342142,0.397263000731882,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
K00005,-0.431333413342142,1.10484555136029,0.397263000731882,0.905603363366758,1.4629178636895,0.58377194374898,1.4629178636895,0.52267415111254
K00007,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.01758262645513,0.58377194374898,-0.431333413342142,-0.431333413342142
K00009,1.4629178636895,1.10484555136029,1.7168058552546,-0.431333413342142,1.4629178636895,1.21503628012244,1.83238308831055,0.52267415111254
K00010,-0.431333413342142,0.508908876666275,-0.431333413342142,-0.431333413342142,1.4629178636895,1.21503628012244,-0.431333413342142,-0.431333413342142
K00012,1.01758262645513,1.10484555136029,0.397263000731882,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.12526667347382
K00013,0.450907720900471,1.9514967635979,0.397263000731882,0.379139358654692,0.450907720900471,1.21503628012244,0.450907720900471,-0.431333413342142
K00014,-0.431333413342142,1.10484555136029,0.397263000731882,1.32413505460602,2.87164072183123,0.58377194374898,2.14606501336759,1.59464918958632
K00015,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
K00016,-0.431333413342142,-0.431333413342142,2.02160047341242,1.67633600904569,-0.431333413342142,0.58377194374898,1.83238308831055,0.52267415111254
K00018,0.450907720900471,-0.431333413342142,0.397263000731882,-0.431333413342142,0.450907720900471,0.58377194374898,-0.431333413342142,-0.431333413342142
K00019,1.01758262645513,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.450907720900471,-0.431333413342142,-0.431333413342142,0.52267415111254
K00020,1.01758262645513,-0.431333413342142,0.397263000731882,0.379139358654692,1.01758262645513,-0.431333413342142,-0.431333413342142,0.52267415111254
K00027,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.58377194374898,-0.431333413342142,0.52267415111254
K00029,1.01758262645513,1.10484555136029,0.397263000731882,-0.431333413342142,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142
K00031,1.01758262645513,1.10484555136029,0.397263000731882,0.905603363366758,1.4629178636895,0.58377194374898,-0.431333413342142,-0.431333413342142
K00033,1.01758262645513,1.56982333958386,1.7168058552546,2.47430866014504,1.83238308831055,0.58377194374898,2.14606501336759,0.52267415111254
K00034,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.450907720900471,-0.431333413342142
K00036,1.4629178636895,1.10484555136029,0.934420781897835,0.905603363366758,0.450907720900471,1.21503628012244,1.4629178636895,1.12526667347382
K00038,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
K00039,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.01758262645513,-0.431333413342142,1.01758262645513,-0.431333413342142
K00040,0.450907720900471,1.10484555136029,-0.431333413342142,0.379139358654692,1.01758262645513,1.21503628012244,-0.431333413342142,0.52267415111254
K00041,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.01758262645513,1.21503628012244,1.4629178636895,0.52267415111254
K00042,0.450907720900471,1.10484555136029,-0.431333413342142,0.379139358654692,1.4629178636895,0.58377194374898,1.01758262645513,-0.431333413342142
K00045,-0.431333413342142,-0.431333413342142,0.397263000731882,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142
K00046,-0.431333413342142,-0.431333413342142,0.934420781897835,1.32413505460602,1.4629178636895,-0.431333413342142,1.01758262645513,-0.431333413342142
K00048,0.450907720900471,-0.431333413342142,0.397263000731882,0.379139358654692,0.450907720900471,-0.431333413342142,0.450907720900471,-0.431333413342142
K00050,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.58377194374898,-0.431333413342142,-0.431333413342142
K00052,1.4629178636895,1.10484555136029,-0.431333413342142,0.379139358654692,0.450907720900471,0.58377194374898,0.450907720900471,0.52267415111254
K00053,1.83238308831055,0.508908876666275,0.397263000731882,1.67633600904569,-0.431333413342142,1.70288651750605,1.4629178636895,0.52267415111254
K00054,0.450907720900471,-0.431333413342142,1.35997524567848,1.32413505460602,-0.431333413342142,-0.431333413342142,0.450907720900471,-0.431333413342142
K00057,1.4629178636895,1.10484555136029,0.934420781897835,0.905603363366758,1.01758262645513,0.58377194374898,-0.431333413342142,1.12526667347382
K00058,1.4629178636895,1.56982333958386,0.397263000731882,0.379139358654692,1.01758262645513,1.21503628012244,0.450907720900471,0.52267415111254
K00059,2.87164072183123,2.55205380055603,0.934420781897835,0.905603363366758,2.14606501336759,2.43064265476498,2.41825454044543,2.30318358751797
K00060,-0.431333413342142,1.10484555136029,0.397263000731882,-0.431333413342142,-0.431333413342142,0.58377194374898,0.450907720900471,0.52267415111254
K00065,0.450907720900471,1.9514967635979,-0.431333413342142,-0.431333413342142,2.14606501336759,0.58377194374898,1.01758262645513,0.52267415111254
K00067,-0.431333413342142,0.508908876666275,0.934420781897835,0.379139358654692,-0.431333413342142,-0.431333413342142,0.450907720900471,-0.431333413342142
K00068,0.450907720900471,-0.431333413342142,0.934420781897835,-0.431333413342142,0.450907720900471,1.21503628012244,0.450907720900471,-0.431333413342142
K00073,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.01758262645513,0.58377194374898,-0.431333413342142,-0.431333413342142
K00074,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.58377194374898,-0.431333413342142,-0.431333413342142
K00075,1.01758262645513,0.508908876666275,0.397263000731882,1.97788077465908,2.14606501336759,1.21503628012244,2.14606501336759,1.97904064816265
K00077,1.01758262645513,1.10484555136029,0.397263000731882,-0.431333413342142,1.01758262645513,1.70288651750605,-0.431333413342142,0.52267415111254
K00078,-0.431333413342142,-0.431333413342142,0.397263000731882,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142
K00086,-0.431333413342142,-0.431333413342142,0.397263000731882,0.379139358654692,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142
K00087,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142
K00088,1.4629178636895,1.56982333958386,2.28723768242446,0.905603363366758,1.4629178636895,1.70288651750605,1.83238308831055,0.52267415111254
K00090,0.450907720900471,1.10484555136029,0.397263000731882,-0.431333413342142,0.450907720900471,1.21503628012244,1.4629178636895,-0.431333413342142
K00091,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
K00097,0.450907720900471,1.10484555136029,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.01758262645513,-0.431333413342142
K00099,1.4629178636895,-0.431333413342142,0.397263000731882,-0.431333413342142,-0.431333413342142,0.58377194374898,0.450907720900471,-0.431333413342142
K00100,-0.431333413342142,-0.431333413342142,0.397263000731882,0.905603363366758,0.450907720900471,-0.431333413342142,0.450907720900471,-0.431333413342142
K00101,1.01758262645513,-0.431333413342142,0.397263000731882,-0.431333413342142,0.450907720900471,1.21503628012244,-0.431333413342142,0.52267415111254
K00104,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
K00105,-0.431333413342142,-0.431333413342142,0.397263000731882,0.905603363366758,0.450907720900471,1.21503628012244,-0.431333413342142,-0.431333413342142
K00108,1.01758262645513,0.508908876666275,-0.431333413342142,-0.431333413342142,0.450907720900471,0.58377194374898,-0.431333413342142,1.12526667347382
K00111,2.65805802788828,1.9514967635979,0.934420781897835,0.905603363366758,1.01758262645513,1.21503628012244,2.14606501336759,0.52267415111254
K00112,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.450907720900471,0.58377194374898,-0.431333413342142,-0.431333413342142
K00113,-0.431333413342142,0.508908876666275,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.58377194374898,0.450907720900471,-0.431333413342142
K00116,1.4629178636895,1.56982333958386,0.397263000731882,-0.431333413342142,1.4629178636895,2.09866681049353,1.01758262645513,2.30318358751797
K00117,1.01758262645513,0.508908876666275,-0.431333413342142,-0.431333413342142,1.01758262645513,0.58377194374898,0.450907720900471,-0.431333413342142
K00121,1.01758262645513,0.508908876666275,-0.431333413342142,-0.431333413342142,1.01758262645513,0.58377194374898,0.450907720900471,-0.431333413342142
K00123,-0.431333413342142,0.508908876666275,-0.431333413342142,0.379139358654692,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142
K00124,0.450907720900471,1.10484555136029,0.397263000731882,-0.431333413342142,0.450907720900471,0.58377194374898,0.450907720900471,0.52267415111254
K00127,0.450907720900471,0.508908876666275,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.58377194374898,1.4629178636895,0.52267415111254
K00128,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
K00130,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,1.21503628012244,-0.431333413342142,-0.431333413342142
K00131,0.450907720900471,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,-0.431333413342142,0.52267415111254
